wavelength,CR210LA,CR240LA,CR300LA,CR460LA,CR570CP,CR440Y,CR700Y,CR1000Y,HR660Y
186.8333333,0,0,0,0,0,0,0,0,0
186.8666667,0,0,0,0,0,0,0,0,0
186.9,0,0,0,0,0,0,0,0,0
186.9333333,0,0,0,0,0,0,0,0,0
186.9666667,0,0,0,0,0,0,0,0,0
187,0,0,0,0,0,0,0,0,0
187.0333333,0,0,0,0,0,0,0,0,0
187.0666667,0,0,0,0,0,0,0,0,0
187.1,0,0,0,0,0,0,0,0,0
187.1333333,0,0,0,0,0,0,0,0,0
187.1666667,0,0,0,0,0,0,0,0,0
187.2,0,0,0,0,0,0,0,0,0
187.2333333,0,0,0,0,0,0,0,0,0
187.2666667,0,0,0,0,0,0,0,0,0
187.3,0,0,0,0,0,0,0,0,0
187.3333333,0,0,0,0,0,0,0,0,0
187.3666667,0,0,0,0,0,0,0,0,0
187.4,0,0,0,0,0,0,0,0,0
187.4333333,0,0,0,0,0,0,0,0,0
187.4666667,0,0,0,0,0,0,0,0,0
187.5,0,0,0,0,0,0,0,0,0
187.5333333,0,0,0,0,0,0,0,0,0
187.5666667,0,0,0,0,0,0,0,0,0
187.6,0,0,0,0,0,0,0,0,0
187.6333333,0,0,0,0,0,0,0,0,0
187.6666667,0,0,0,0,0,0,0,0,0
187.7,0,0,0,0,0,0,0,0,0
187.7333333,0,0,0,0,0,0,0,0,0
187.7666667,0,0,0,0,0,0,0,0,0
187.8,0,0,0,0,0,0,0,0,0
187.8333333,14.25151429,14.67684469,14.91612051,13.89071766,14.65243292,14.60583639,10.57108299,15.04661831,15.09495611
187.8666667,19.39972088,22.56237386,19.84909297,17.13945971,20.11428681,22.12269124,16.32831998,25.01551272,21.40572369
187.9,27.27900462,31.48581474,26.49559706,22.00511978,25.52638915,30.48747846,23.24347313,36.9226316,26.66698243
187.9333333,38.35049067,41.49554104,35.15699681,28.76661652,30.7392049,39.64822502,31.46032723,51.90301541,30.53928941
187.9666667,49.4483563,50.78638636,43.9041493,35.57769836,35.1406856,47.69602789,39.39120958,71.54303679,33.46935045
188,56.56093049,57.1211177,50.28737136,40.09641512,38.01122368,52.28928881,45.0444917,97.52869933,36.08744073
188.0333333,57.55592499,59.34517853,52.79497972,41.03157523,39.05568659,52.26906437,47.22933983,127.8991223,38.75598759
188.0666667,55.3656417,59.22162588,52.44302795,39.92358802,39.12282378,49.66344815,46.91291439,150.8657439,41.11561785
188.1,53.75097172,58.98897538,50.66440314,38.77669766,39.24600211,47.02277939,45.41840144,153.0735772,42.68716904
188.1333333,54.45509876,59.48584333,48.30089672,38.53955673,39.68291233,45.73310507,43.58513696,130.3288711,43.06382508
188.1666667,55.25330629,58.79788938,45.0318875,38.08495558,39.16584783,44.89084606,41.30094683,96.45380178,41.98104184
188.2,53.50157494,54.73629626,40.42038973,36.06881736,36.28017323,43.34268592,38.3525978,67.22630455,39.20490995
188.2333333,48.76513207,47.47935931,35.00510727,32.42959032,31.18461692,40.81504904,35.03077664,51.0300656,35.21409849
188.2666667,43.82024584,40.64586562,30.74286507,28.96981533,26.32472068,38.31302363,32.35859526,45.50156268,31.52297738
188.3,41.59908067,37.99735336,29.62602606,27.57869071,24.24150095,36.91009653,31.37682104,47.41781479,29.67744795
188.3333333,42.45507073,39.88551104,31.62079838,28.54599667,25.22528031,36.8212047,32.0611422,53.19235236,29.89218669
188.3666667,43.95074177,42.97161474,34.5005232,30.43049502,27.13050013,37.33209363,33.23453297,58.84530942,30.94111191
188.4,43.67077838,43.93540657,36.0573234,31.7679848,27.81590519,37.72369426,33.73629266,60.60352672,31.58811778
188.4333333,41.79637341,42.71578498,36.14549018,32.11453566,27.16468799,37.94538038,33.59347058,58.33309542,31.5924095
188.4666667,40.60383141,41.88144813,36.28326981,31.84946931,26.69355948,38.48588955,33.79150653,54.83660271,31.51630459
188.5,42.17011418,43.78624612,37.84904225,31.37163102,27.81593715,39.76958782,35.22555865,52.80977833,31.89817104
188.5333333,45.84670113,47.73501625,40.25069381,31.03821264,30.36857888,41.38189479,37.55356624,52.9432439,32.78348261
188.5666667,49.35387448,51.20776613,41.71677322,31.18147644,33.24461403,42.4061219,39.69299498,54.72756675,33.92271651
188.6,50.71711674,52.05570288,40.78945401,32.05447007,35.41048998,42.11380636,40.68290143,57.48869804,35.05479084
188.6333333,50.32340643,50.98670994,38.38921496,33.34096154,36.45367289,41.18382956,40.51197698,59.48135761,35.86391919
188.6666667,49.59634575,49.96266324,36.48053725,34.47482276,36.23423692,40.91285347,39.58577325,58.4900279,36.01030162
188.7,49.71056715,50.48664047,36.60640093,34.99553593,34.80854067,42.25402987,38.33742935,54.69456528,35.30250132
188.7333333,50.55233774,51.70182786,38.14409036,34.98496041,33.22493916,44.40061182,37.33126423,60.46342488,34.30389986
188.7666667,51.59950074,52.00331852,39.78434749,34.69689745,32.84624617,45.98795617,37.17317462,92.02866367,33.81715778
188.8,52.50157215,50.52959921,40.60880761,34.40897226,34.51076115,46.12850452,38.23061089,155.2144534,34.38208854
188.8333333,53.52983757,49.11011651,41.11450055,34.48476377,37.15844032,45.66177796,40.00817659,218.1797953,35.58708015
188.8666667,55.0955659,50.17991705,42.11772199,35.3067012,39.30112908,45.81665705,41.81569859,240.6104118,36.80607943
188.9,57.32539093,54.83124981,44.07453906,36.98084684,39.97739331,47.28212577,43.11297423,202.5301769,37.73498469
188.9333333,59.60739234,60.67215345,46.50631952,38.89616278,39.59250154,49.34627705,43.74893525,136.7351716,38.90507452
188.9666667,61.21519278,64.76665078,48.78668147,40.32993817,38.77042098,51.07685115,43.63844548,84.29509239,40.97465344
189,61.83585756,65.68528174,50.49530378,40.90165811,38.12541164,51.96971319,43.09493025,67.17530899,43.86741534
189.0333333,61.93718534,64.84345027,51.60098453,40.87700087,38.2534026,52.32918701,43.18444702,71.26512573,46.11983639
189.0666667,62.06581958,63.95491661,52.11759113,40.59171056,39.72966053,52.5461354,45.02867869,78.62971401,46.14952787
189.1,62.41128929,63.93658914,52.14431539,40.30526042,42.27982544,52.86485778,48.47541407,79.58555781,43.9768541
189.1333333,62.66616619,64.59648403,51.8990858,40.17098581,44.44720425,53.32569722,51.59970212,75.93159599,41.85255661
189.1666667,62.49232804,65.64636489,51.60174085,40.32785463,44.74342562,53.94304047,52.41465655,70.31267336,42.09622525
189.2,61.69951213,66.45107902,51.30456847,40.75596524,43.03990021,54.46627083,50.62019964,65.29005902,44.68393207
189.2333333,60.2501169,66.01729148,50.88686488,41.27138718,40.61197912,54.3711622,47.65784083,63.33873232,47.1721263
189.2666667,58.17620043,63.47110548,50.25927663,41.69022073,38.75742823,53.1932917,45.01379416,66.68093011,47.1909955
189.3,56.44045182,59.95818937,49.91655175,41.94118476,38.14704969,51.54389952,43.6476171,73.84258294,45.12087648
189.3333333,56.71862212,58.17162939,50.8009847,42.03928802,38.97125766,50.85841335,44.11533574,80.51746198,43.44930714
189.3666667,60.39074552,60.45299821,53.66134304,42.01455126,41.28958456,52.35879394,46.78669104,82.86110676,44.40577112
189.4,65.77140255,65.32603874,57.24500984,42.02216109,44.00270533,54.97723339,50.31235014,82.24310775,47.17554677
189.4333333,69.44324569,69.15748635,59.16862065,42.28802068,45.35656057,56.35224439,52.37173335,82.97890368,49.22398939
189.4666667,68.63341216,68.90435463,57.53029453,42.96079231,43.97428609,54.59409739,51.10191115,88.47300003,48.45883102
189.5,65.02514188,65.64828759,53.74484451,43.66546683,41.05978145,51.07686311,47.78461408,95.79372598,45.88680475
189.5333333,62.13486514,62.16775567,50.59153412,43.81160255,38.87864331,48.51730285,44.99525041,99.40277927,43.78953778
189.5666667,62.69444888,60.78110695,50.26391415,43.0572101,39.18337148,49.05539838,44.75818906,95.45861116,43.97157191
189.6,65.7061357,61.61031792,52.17125861,42.23606135,41.28932704,52.08933406,46.47820189,88.16583765,45.9671665
189.6333333,69.07296549,64.12996385,54.9022241,42.52834928,43.79359313,56.20919185,48.78799925,84.10021694,48.64143293
189.6666667,71.10841855,67.59787226,57.18689131,44.41656345,45.5654834,60.1162198,50.56167723,87.60930546,50.85446689
189.7,71.49994823,70.54687915,58.22897655,46.04831479,46.3856138,62.88404363,51.48144439,95.58333556,51.44989843
189.7333333,70.2237486,71.36163828,57.33355931,45.08929392,46.22557633,63.66624247,51.39927914,103.3586363,49.27189184
189.7666667,67.76025443,69.41442847,54.52865103,40.97738551,45.23095456,62.26300178,50.44716847,107.5151741,44.35809845
189.8,65.79829901,66.44434423,51.57474918,37.3974872,43.9642979,60.0240808,49.42813198,107.6132571,39.6063275
189.8333333,66.18575039,64.52456133,50.47169184,38.6160318,43.04565838,58.51540543,49.23616741,103.6594724,38.30643152
189.8666667,69.23623616,64.625067,51.97370172,45.40950401,42.78682658,58.36518097,50.1376614,96.42626295,41.43225904
189.9,72.58974784,65.79338274,54.66433642,52.47264895,42.96240281,58.56749887,51.30529745,88.0206865,45.92168637
189.9333333,73.67358241,66.90661975,56.93870372,54.02060183,43.30001164,57.98267286,51.82520111,80.66188578,48.37345719
189.9666667,72.01642291,67.69348193,58.3029386,49.20733522,43.78944899,56.6127327,51.66005302,75.74318059,47.87688122
190,69.84064045,68.97429803,59.68736018,43.51773234,44.75657843,55.92323122,51.89615695,73.59929929,46.71383149
190.0333333,69.45073984,71.57377516,62.0591457,42.59817487,46.50907534,57.383224,53.62661417,74.44065603,47.26538936
190.0666667,71.17794938,74.91209519,65.20477039,46.79738322,48.51343796,60.52920976,56.54676323,77.32734006,49.61289574
190.1,73.48320701,77.07821744,67.79162879,51.44290346,49.4388887,63.06599128,59.02712974,80.2291516,51.65797546
190.1333333,74.79387597,76.22342223,68.48076632,51.99402279,48.0423285,62.79802403,59.46907988,81.16570644,51.36712729
190.1666667,74.05922788,71.99220106,66.42427377,48.19791526,44.63007312,59.76521857,57.35433463,79.36362697,48.66822025
190.2,70.59366525,65.07370692,61.11778092,42.80159215,40.59242036,55.57142625,52.92043913,74.89396631,44.86131244
190.2333333,63.98956542,56.34509577,52.39842244,38.39480997,37.239194,51.70943829,46.58442171,68.05975017,41.19802321
190.2666667,56.17730623,48.1231548,42.99432424,35.67539792,34.99213951,48.43436476,40.18057858,61.0192615,38.26763833
190.3,50.28428185,43.46173779,37.11375044,34.37255068,33.81832145,45.36764408,36.26882291,56.88064327,36.32034008
190.3333333,48.86814216,44.71150026,38.06459233,34.24649061,33.67663379,42.32457829,36.83178964,58.39019469,35.57386627
190.3666667,51.02998701,49.9926594,43.71219494,35.28931444,34.49918958,40.30754275,40.37338867,66.0898061,36.0687893
190.4,54.59456419,55.86331736,49.91221004,37.57873989,36.20821293,40.75724684,44.1129895,79.70737646,37.78026218
190.4333333,57.7149989,59.54614172,53.36631362,40.9165932,38.57487009,44.49454657,45.91177329,97.68747651,40.46834569
190.4666667,59.92974784,61.06059636,54.33678051,43.94738114,40.73704353,49.7384725,46.33046304,113.0994201,42.99170662
190.5,61.14046092,61.15905198,54.01877943,45.01305733,41.66709898,54.02685027,46.63683655,117.6070918,43.97336752
190.5333333,61.48003798,60.62986264,53.43326418,43.38432283,40.89759689,55.65709309,47.65686039,106.9295939,42.76409924
190.5666667,61.76706952,60.36807119,53.08460221,41.08577295,39.6221703,55.17892528,48.90644925,88.81044082,40.87257028
190.6,62.94240499,61.284716,53.38020547,40.64118062,39.33606447,53.55789261,49.66201836,73.18970653,40.19944212
190.6333333,65.21862869,63.65744922,54.44326064,43.05084959,40.7053192,51.81274451,49.57486862,66.273697,41.59716531
190.6666667,67.26009874,66.41740091,55.79271707,46.07632538,42.63315804,51.0753365,49.09327411,66.3310632,43.6897884
190.7,67.55618403,68.33528642,56.87684942,47.09629665,43.81293407,52.47397597,48.76552848,70.62399231,44.83667273
190.7333333,65.97572299,68.89076509,57.54023494,45.37281324,43.87438263,56.06140021,49.02317132,76.96313108,44.61747497
190.7666667,64.52156949,68.66022024,58.24052408,43.08145195,43.89580605,60.22645825,50.11712568,84.00758363,44.49962746
190.8,65.31096778,68.30609219,59.47153138,42.58231816,45.03581987,63.2498185,52.25800132,90.49325702,46.05897344
190.8333333,68.44837674,68.25538719,61.24555537,44.31827517,47.16485167,64.42508484,54.92925001,95.2735636,49.30236504
190.8666667,71.75088924,68.66755984,63.027691,46.55339743,48.68940882,64.19697953,56.78796788,97.33545096,52.45362425
190.9,73.03669079,69.66916329,64.28580435,47.52684949,48.05927807,63.08313116,56.54612104,95.87770232,53.73351653
190.9333333,72.25211112,71.07328529,65.03960795,47.06305565,45.81128058,61.78092541,54.61206543,93.58289667,52.95517604
190.9666667,71.12459544,72.43066387,65.77067327,46.31319749,44.22894682,61.13819271,52.81392264,96.04931881,51.2644439
191,71.31163028,73.34402428,66.92357712,46.38225311,45.40901279,61.93625579,52.8611974,108.1209927,49.80498586
191.0333333,73.11404968,74.06886073,68.38623229,47.4288355,48.83349959,64.18335784,54.69900984,125.4694411,49.25053741
191.0666667,76.0003973,75.26113346,69.7050447,49.03097377,52.38033142,67.41346682,57.19005087,138.138965,49.9865373
191.1,79.3853567,77.43924554,70.43419648,50.7816597,54.18312022,71.0535692,59.26685165,137.6512878,52.23542605
191.1333333,82.37762547,80.07209376,70.22103179,52.44502389,54.41749135,73.79779307,60.4880715,126.9409705,55.05697082
191.1666667,83.94989262,82.16207692,68.75430467,53.86126688,54.16673046,74.01451626,60.69067925,114.0154982,56.9941388
191.2,83.33810134,82.84169055,65.93325481,54.81333177,54.25849506,70.65639469,59.79695983,105.2561622,56.90853069
191.2333333,81.11853609,81.91501891,62.72533278,54.79156676,54.20103952,65.65144929,58.15614368,98.66696261,55.29217196
191.2666667,78.29201227,79.398884,60.43631072,53.19367182,53.08474803,61.87006115,56.25269126,89.59871217,53.15349596
191.3,75.81495782,75.74217893,60.01444959,49.9429141,50.61083289,61.35233744,54.59741365,77.22073003,51.40524454
191.3333333,74.4849934,72.93347799,61.13329296,46.83591291,48.65820558,63.17779558,53.7948489,74.31597607,50.61836452
191.3666667,75.06279199,73.30041891,63.18252906,46.08355144,49.58681396,65.76762188,54.46931363,96.66903374,51.28664718
191.4,77.67778462,77.64617502,65.56027598,48.72851501,54.1873689,67.93612198,56.80844002,148.0512485,53.48938647
191.4333333,80.8668279,82.92781436,67.68591978,52.86621656,59.29151839,69.48941104,59.89813942,201.9255,56.26013182
191.4666667,82.93063029,85.52971592,68.98687301,56.14706944,61.14340451,70.38955783,62.65787568,227.2370139,58.47631668
191.5,83.23533781,84.18071354,69.34328941,57.42891178,58.5923965,70.78677862,64.44867903,210.9563846,59.61415519
191.5333333,83.0806812,81.8644206,69.45696955,57.7608485,55.21589971,71.17274476,65.43294629,172.7671291,60.23654473
191.5666667,83.92306173,81.93903796,70.09068711,58.39211669,55.00189779,72.0509882,65.84437227,135.5568138,61.0002183
191.6,85.28987275,84.72591398,70.96077309,59.29997177,58.33405145,72.9445944,65.37488495,111.9801219,61.71200567
191.6333333,84.15755084,86.53040556,70.3997229,58.77957641,60.82959612,72.08008783,62.99996951,101.1595776,61.0548084
191.6666667,77.63442665,83.67112315,66.8238967,55.18681431,58.08251853,67.80252935,57.83092197,101.2211024,57.7974513
191.7,69.51244654,78.75667459,62.54348249,50.7132406,52.30354277,62.97522949,53.00645022,108.8156538,54.25899827
191.7333333,70.06408733,80.49454014,63.64418001,51.26953289,52.11907724,64.84245889,55.57029891,119.164043,56.20087642
191.7666667,88.6926208,96.89427198,75.681526,62.25763585,65.49915162,79.99967626,71.86892361,127.6516614,68.86007103
191.8,119.7112097,123.3598005,95.10379256,80.28780401,88.18726743,104.0277086,96.84989965,132.6320748,88.62429176
191.8333333,146.7182143,146.3443749,111.8925958,95.72771103,107.2454224,124.6863922,117.366974,134.5664144,105.5977785
191.8666667,154.9326896,153.6247372,117.0178296,99.92343803,111.0697023,130.9307042,121.6769207,133.9318799,110.8533276
191.9,145.6881508,146.1742906,111.2633129,93.90736784,101.2952317,123.5839092,111.7673088,130.9544725,105.0717686
191.9333333,128.6247083,131.768983,100.4716942,83.70492628,86.38152417,109.5870726,96.70358346,125.730707,93.88662863
191.9666667,112.5049242,117.44412,89.96236958,74.68232387,73.8880256,95.36426558,84.48405713,119.0324535,82.47621625
192,100.4565901,105.4895991,81.68968047,68.03452453,65.67856942,83.95944575,76.40429843,115.6586437,73.06406194
192.0333333,93.53072469,96.44633223,76.36773104,63.4191216,61.51779233,77.17078338,71.2894871,121.8924392,66.78467185
192.0666667,92.06661547,90.70073068,74.39058163,60.53287627,60.88416454,75.92123164,68.16112137,140.6056235,64.2660448
192.1,93.46657282,88.01011523,74.83362054,59.24493839,62.0835204,77.51361725,66.87064069,160.5183228,64.04353109
192.1333333,94.37302267,87.96854496,76.43070093,59.46890144,63.11851037,78.31414486,67.48408893,166.6907151,64.1109736
192.1666667,92.58802713,89.87865267,78.05076382,60.87809332,62.6854777,76.13331779,69.60244999,151.4135587,63.20575461
192.2,89.28352787,92.19619402,78.95531412,62.4476355,61.49662223,72.97874245,71.47525337,127.9895292,62.2259672
192.2333333,86.23763615,93.23111939,78.48225819,63.03223244,60.62611313,71.6073424,71.11796825,113.456979,62.45545293
192.2666667,84.839132,92.39274114,76.81181132,62.36103419,60.81700724,73.42421635,68.08832402,115.6906214,64.48096369
192.3,85.67184721,91.36331909,75.86567527,61.97112035,62.1277816,77.03954468,65.13269647,123.619206,67.44800791
192.3333333,89.18988879,92.07094471,77.73744008,63.58845133,64.51780625,80.72449223,65.34031878,123.9952168,70.32335736
192.3666667,94.2126117,94.50462202,82.13923806,67.03442085,67.16660767,83.13609586,68.97066284,112.8154904,72.05958157
192.4,97.11760984,95.75702092,85.22611726,69.28565064,68.08889239,83.50775334,72.05650388,99.8847679,71.5880368
192.4333333,94.26220641,92.82862284,83.03915979,67.22950738,65.32561251,81.17758265,70.45489977,95.98771869,67.92343947
192.4666667,86.83894634,86.61829922,76.38707387,61.61718102,60.19250562,77.03637941,64.60170973,107.8925568,62.37443257
192.5,81.30626704,82.27053914,71.27084382,57.40783348,57.57177827,73.66591312,59.91942583,137.9932974,58.74790456
