wavelength,CR210LA,CR240LA,CR300LA,CR460LA,CR570CP,CR440Y,CR700Y,CR1000Y,HR660Y
240.9666667,456.9547656,431.8496578,374.9438481,299.5474198,289.7875634,398.1258423,378.1430451,4346.633459,321.6198901
241,537.5109002,497.9530165,458.9629684,344.8703298,331.0619686,481.4632314,430.6051648,6797.804133,372.4639527
241.0333333,595.7030784,545.3482724,521.3509883,373.67001,360.0345716,545.4697454,465.3984092,8887.451243,411.084072
241.0666667,597.2254083,546.3387241,522.6890131,369.5382408,359.9439047,551.4928451,463.4619505,9253.651802,414.3193978
241.1,526.3038327,488.1032803,444.7569526,326.0143839,323.2481018,480.9879667,416.6533972,7208.606599,370.9959089
241.1333333,425.6434648,404.7626876,336.2392724,268.0180918,271.4958256,378.8741563,351.2751898,4192.834476,307.7700668
241.1666667,349.093075,339.394522,258.542429,226.4221223,231.7771505,302.1635058,300.1931289,2052.324794,258.5184352
241.2,324.5286959,315.0838451,241.3688778,216.2121561,218.1147068,279.64981,280.947891,1680.713505,241.136015
241.2333333,336.6229328,321.6598797,261.6841793,225.9470795,222.7945497,293.1881397,285.5881184,2387.478108,246.9338433
241.2666667,366.0673991,345.7691193,291.9808191,241.9038613,236.1328185,320.4897038,303.7329763,3346.435642,264.7426379
241.3,395.5674527,373.2805125,314.8077528,254.6037298,250.1079086,345.0193035,324.6066331,4008.037654,284.0278364
241.3333333,409.6689933,389.35234,321.9054475,258.4471237,258.2175006,355.5004648,337.0722339,4075.576813,294.8350042
241.3666667,395.6758866,381.4289993,307.0561209,249.1212677,255.019236,342.9208276,331.7170188,3329.481055,288.882733
241.4,363.3811298,356.2837827,278.2847002,231.877815,243.464395,315.5782962,313.651514,2117.268783,271.6967344
241.4333333,333.7759521,330.3146061,250.7081233,216.7309274,230.683784,290.390243,295.2179669,1068.83527,255.6778338
241.4666667,322.4450112,316.2700227,235.9761708,211.0141539,222.2862205,279.9211864,286.0193088,655.7673614,250.1326859
241.5,322.3571397,311.5710552,231.2380997,210.8717253,217.4831036,278.5394644,284.1529739,688.8129645,251.4109211
241.5333333,320.6986046,309.708612,229.9252652,209.5878132,213.8477311,275.9601046,284.7655692,809.3864751,252.5449323
241.5666667,311.7910143,307.1285354,228.2918489,204.1297699,210.5696191,267.5048986,285.1001791,805.2406432,249.9246376
241.6,305.0849967,306.5419995,228.5772551,199.2743735,210.2651425,260.3836246,286.8450385,774.4086224,247.0588962
241.6333333,311.5758447,311.323229,233.6543294,200.6197897,215.8471455,263.037404,292.1424352,850.8693638,248.2213783
241.6666667,330.7115513,320.764823,242.4977776,208.5245754,226.0116658,275.3609987,299.7480229,1059.681134,253.3905253
241.7,348.6664997,329.4675566,249.6013986,217.3243632,234.6075261,287.4251398,304.5245231,1300.697987,257.607418
241.7333333,352.3185803,332.3915966,249.8817231,221.5548279,235.8889985,289.8257289,301.8288769,1471.78177,256.2572391
241.7666667,344.7299978,331.4656384,245.8064704,221.7521918,231.6946056,285.1875941,295.0091893,1526.214816,251.6740949
241.8,339.1674139,333.0121412,244.6044999,222.2361137,228.6448556,283.7199851,292.4521159,1452.222916,250.5734943
241.8333333,345.7708099,341.453606,251.517723,226.1681802,231.7981851,292.9663784,300.1206791,1252.017995,257.7715344
241.8666667,357.1256433,350.6964518,260.7765916,230.2077396,237.4693249,305.5967541,310.6106741,999.5977061,267.5721807
241.9,359.9904771,351.1588045,262.9576437,228.8572249,239.0706628,309.3450174,312.0829318,792.7690804,270.7910635
241.9333333,347.5178572,338.510797,253.3418768,219.8322465,233.1787724,297.9153157,298.8128008,691.8409963,262.665885
241.9666667,330.12303,322.5997627,239.9104062,209.5220663,224.9130406,281.1295507,281.5817593,655.9022841,250.3722306
242,320.9163917,315.4523413,232.6226721,205.6395808,220.720793,271.3308252,273.7259735,627.7830121,242.9578651
242.0333333,323.8131892,319.8682576,234.4528609,209.7777462,222.2134911,272.5129399,278.6923877,581.8523327,243.5226773
242.0666667,329.5400572,325.4130634,238.3562033,214.7516824,224.0665111,276.6942833,285.7438267,537.7159363,246.6355122
242.1,328.4628506,321.4666892,237.0239367,213.2268407,220.8812277,275.5348922,283.8456585,518.1226019,246.5747349
242.1333333,321.1090475,310.3304998,231.0224412,206.0289686,214.3908216,269.446571,274.2905994,540.400854,243.3096449
242.1666667,315.9942633,304.4635078,227.1088127,200.398691,211.9348461,265.7209615,268.0619975,617.6183093,241.283233
242.2,320.5844235,314.3539563,231.2400074,202.7059232,219.5653816,270.7521331,274.5522634,768.7147352,244.4103323
242.2333333,333.6241404,335.0153233,242.7061637,212.1255679,233.4163695,283.4675415,290.3845496,1053.906859,252.1331609
242.2666667,350.1819053,354.938593,257.98725,224.7997406,245.4413834,299.6473796,306.7998328,1550.801173,262.0086603
242.3,365.5493073,365.3178578,273.4116461,236.9149986,249.7541812,315.1811623,316.9979784,2261.554047,271.5080764
242.3333333,375.8264137,366.6859574,284.8221934,244.8466011,247.9191579,326.3707493,320.9543339,2929.63468,277.8317364
242.3666667,377.3141686,361.5699804,287.9866456,245.0426476,243.0842044,329.6296133,320.0872222,3245.106345,278.144195
242.4,368.8215636,352.1427955,281.2629078,236.8707524,237.4351227,323.4742334,315.2072776,3072.921447,271.6060039
242.4333333,353.6207449,339.9469253,267.6181458,224.893904,231.4456459,310.1634582,306.0437329,2589.253391,260.9296578
242.4666667,335.505458,326.5351808,250.5521083,214.1199442,225.4524221,292.4462341,292.3926121,1999.494689,249.203
242.5,319.6041137,315.0941359,234.8106795,207.5872104,220.6475487,275.3352521,277.9193785,1446.85738,239.713071
242.5333333,312.3369941,310.3917438,226.345924,206.4276842,219.0511448,266.0343636,270.0348673,1014.366747,235.9397212
242.5666667,319.0268696,316.3715215,230.1240212,211.2871487,222.3583539,270.6222417,275.13045,771.3420704,240.6902463
242.6,334.7524427,329.0588969,241.8923247,219.1775342,229.0685073,284.3590517,289.1533151,687.0156354,250.7128616
242.6333333,349.2182817,340.3253933,252.5619046,225.2044174,236.0043827,296.8294673,302.5715335,678.1131434,259.5771311
242.6666667,354.6508023,344.1698073,255.4356701,225.9078978,240.6253044,300.3339251,308.0030936,693.0119669,262.519582
242.7,354.3841432,343.9462278,254.3416581,224.1026268,243.2065492,299.1304287,307.5697816,818.9316246,262.1047706
242.7333333,354.7399537,345.521934,255.9342835,224.2878721,244.7836418,300.6887828,305.9534918,1179.998806,262.8665407
242.7666667,359.3537277,351.9083556,263.4417133,228.8552686,246.2815223,308.7372603,306.3287776,1780.333354,267.2402391
242.8,365.9553629,359.838273,272.5594381,235.5627787,248.3819862,318.7782955,308.5562259,2360.219771,273.0476152
242.8333333,371.5517359,365.2967884,278.1076742,241.5980847,251.6969467,325.3435177,312.0490395,2633.229416,277.5524274
242.8666667,375.1298833,367.0387068,278.9167756,245.6083223,255.6515672,326.8698635,316.0145837,2578.078283,279.7819918
242.9,378.0132901,367.0868862,278.5487743,247.9626788,258.2707307,326.4022549,319.4173498,2486.334219,280.8444972
242.9333333,381.3965594,367.381486,280.4004135,249.0344214,257.6576298,326.9015014,321.2140319,2632.062049,281.8131003
242.9666667,383.4301883,366.7325107,282.8099223,248.0982337,253.7521935,327.2904106,320.432796,2878.879819,281.9715862
243,380.3091108,361.9391225,280.8658909,243.7230588,247.6742883,323.8977378,316.1477227,2826.730554,279.4542306
243.0333333,369.8322665,351.2519788,271.386805,235.4264297,240.8312432,314.5003774,308.3412294,2197.130154,273.2779268
243.0666667,358.6454654,340.9489254,260.8339678,227.9176627,236.0795527,304.9362168,301.9029137,1392.412826,267.3341745
243.1,356.3622114,340.000152,258.904469,227.646557,236.7594767,303.7473526,303.3664629,1043.500513,267.1491449
243.1333333,367.179406,352.2196185,270.0724572,237.1928423,243.8511728,314.627032,314.9938202,1493.287235,274.9388341
243.1666667,380.6312979,367.4637267,284.6729059,248.6608082,251.9476862,328.1426508,327.4848038,2304.83638,283.9590124
243.2,383.9773028,373.4077627,290.8169079,252.5301324,254.6561448,332.8136765,329.7666478,2916.151984,286.0792448
243.2333333,373.2434418,365.3124979,283.6027068,245.5725748,249.6451862,324.4490039,318.7076265,3034.131272,278.716539
243.2666667,356.9626347,349.2605547,268.096782,233.5365098,240.3778099,309.2570076,302.5051182,2749.288573,267.2021757
243.3,344.3972366,332.2210536,250.3668157,222.7771327,230.7765993,294.2593242,290.0013616,2192.452572,257.3569139
243.3333333,341.3386445,322.0254411,240.0699567,218.4192329,224.9976218,286.7213315,286.6540488,1659.598938,253.2274573
243.3666667,350.8854853,327.1741559,249.6480637,224.6330505,227.3780817,294.0975023,295.2951394,1574.824445,257.4841971
243.4,374.1829054,353.246019,287.4788046,243.7252428,240.7640802,321.0437361,317.0030548,2247.22743,271.4898643
243.4333333,399.7187995,386.0634518,334.1310007,265.6436711,257.9468679,353.3710558,341.5311519,3190.361738,288.0594343
243.4666667,410.7673203,403.3104384,358.7177977,275.2452952,267.5756866,369.1276112,353.9677587,3590.058465,296.4868202
243.5,397.5643848,391.4435768,342.1235729,263.7039274,262.6640039,355.0760506,345.4468904,2952.867928,290.3158288
243.5333333,373.4804228,366.0877722,304.3767267,243.188519,250.7369864,326.9507817,327.1942948,1852.020398,277.2165062
243.5666667,356.5576838,348.7630162,273.4376332,230.0997424,242.2577809,306.3466394,314.4961439,1076.284324,267.7207611
243.6,355.5577623,349.6710542,263.7341586,231.7711832,242.464398,304.0210809,314.8237704,996.9981202,267.4276263
243.6333333,363.343046,359.6237127,266.5108741,240.0030946,247.6433763,312.1654472,322.2604689,1270.377504,273.4853509
243.6666667,371.4471228,367.8590441,271.039367,245.4009902,253.3304975,321.3898845,329.7686261,1494.761043,282.2198382
243.7,376.077723,370.255398,272.6951733,245.2167712,257.6403929,327.1697275,334.2066543,1516.714635,290.1088057
243.7333333,377.7699842,368.8388349,272.504978,242.8556881,261.0752417,329.4845931,336.0399794,1412.617668,293.7705226
243.7666667,377.4068635,365.8963953,271.8392831,241.7060783,264.1206131,328.7450521,335.9362868,1278.099487,290.5735571
243.8,377.4100704,363.959105,273.1584588,243.0837475,266.3742297,327.5373887,335.1157001,1296.991765,284.092068
243.8333333,380.9652415,365.6791186,279.4639494,247.2755748,266.9930345,329.5280385,335.0726055,1696.914997,280.9810335
243.8666667,389.3154355,372.1201153,291.689729,253.7172136,265.3416117,336.4665466,336.510112,2570.258374,285.4452529
243.9,395.8450241,377.9342681,302.4137515,258.4403974,261.6350145,342.3381847,336.9312959,3462.607118,291.7156895
243.9333333,391.9974556,376.1882094,302.1490225,256.64172,256.3044744,339.2068336,333.0479559,3783.952024,291.5423765
243.9666667,375.1567129,364.4957254,287.5496123,246.9061051,250.038333,324.4497415,323.8529504,3277.496316,281.6295701
244,354.8531126,349.767956,267.8259403,234.7464369,244.0506332,306.3081509,313.0031133,2367.747121,268.811195
244.0333333,341.8454201,339.8626119,253.4862746,226.3766061,239.592777,294.1218544,304.6447574,1552.949071,260.9549969
244.0666667,339.9367228,337.4833137,248.6073288,224.0521449,237.1855774,291.0036969,300.7363317,1072.485308,260.3814623
244.1,345.3239207,339.6975707,250.2327696,225.7000328,236.550933,293.2572192,300.8438077,882.6682206,263.3450278
244.1333333,353.8352567,343.3736599,255.0452963,229.0475459,237.3083443,296.967485,304.2501428,918.6619452,266.0381565
244.1666667,361.4822351,346.2779823,259.6899338,232.0303116,238.4400442,299.533793,308.573561,1045.862746,267.1918091
244.2,364.3843661,346.7062529,260.7895037,232.7067503,238.5526885,299.1299941,310.451166,1088.548784,267.0330245
244.2333333,360.1048054,343.7832693,256.3763106,229.9530598,236.8674932,294.9973474,307.6364961,937.0950741,265.935017
244.2666667,353.2162209,340.6301103,251.3342952,226.6122349,235.6160276,291.5163252,303.3705294,805.6897442,264.887735
244.3,350.4086269,341.572888,252.6141447,226.7240393,237.9368435,294.6151724,302.5512493,1006.201086,265.0663267
244.3333333,355.4632337,348.6020568,263.3909681,232.210538,244.9673127,306.6102332,307.6159673,1673.424382,267.0391937
244.3666667,365.1035225,358.0412575,277.6794335,239.8557411,252.9895753,321.0547656,315.0316582,2512.53372,269.9027065
244.4,375.0393212,365.4412035,288.2490667,245.7375688,257.6386542,330.3326218,320.4461968,3170.32412,272.5526378
244.4333333,382.3268524,368.973925,292.2684756,248.1120182,257.3638501,331.8529164,322.0896893,3500.568601,274.5724567
244.4666667,385.7455133,370.1663293,292.5364062,248.0226842,254.2163002,329.4563165,321.4970944,3621.939737,276.4257766
244.5,384.3296114,370.6116937,292.0005132,246.6476818,250.3852889,327.1336166,320.300635,3660.187878,278.5321429
244.5333333,378.9304594,369.9516938,290.8124158,244.5569395,246.8189011,325.4265129,318.6171227,3610.423369,280.0141343
244.5666667,371.6537893,366.4806635,287.193414,241.9005079,243.6083257,322.4955224,315.5171632,3377.565644,279.0989323
244.6,364.3394685,358.9694602,279.7894419,238.8048318,240.760464,316.830373,310.3318833,2903.266527,274.4328147
244.6333333,357.1397354,349.1098485,269.9334374,235.3077834,237.891879,309.1060037,304.0250117,2352.757181,267.1975616
244.6666667,349.599987,339.6439961,259.9244979,231.4153945,234.4789302,300.7833996,298.1473446,1971.598753,259.4870191
244.7,341.6943708,332.663526,251.3412849,227.1648069,230.2445233,293.0368064,293.8462712,1886.546818,253.0773753
244.7333333,334.6257182,328.3952847,243.6980876,222.6822673,225.617311,286.2173176,291.1130659,1884.224004,248.8327504
244.7666667,329.8025698,326.7244364,236.1716954,218.1141863,221.1592634,280.535179,289.7308692,1694.756867,247.4389694
244.8,327.9591326,326.9784417,229.5075831,213.8394371,217.8581943,276.4897061,289.335599,1259.077647,248.7095164
244.8333333,328.8279462,327.6563383,226.7813795,210.5821974,217.3344725,275.0096033,289.3444855,831.2530734,251.1620861
244.8666667,332.0147562,327.3125039,230.9648965,209.0615413,221.0707411,276.9576374,289.1885984,674.8167896,253.2810068
244.9,336.4042551,326.4423447,240.3913809,209.4719914,227.5554573,281.600458,288.7992174,800.8599105,254.6872529
244.9333333,340.3049523,327.0923152,249.6874674,211.5889081,232.8844662,286.9292803,288.5073333,1018.750285,255.9100764
244.9666667,342.1697204,330.7703069,254.0330375,215.0421882,233.6918681,291.0177297,288.5543264,1153.025904,257.3347866
245,341.5551688,334.981579,253.1257764,218.5416656,230.773975,292.7513682,288.4883731,1171.334626,258.1820377
245.0333333,338.482324,335.5480286,248.563854,220.4102775,226.677913,291.3574735,287.5661668,1101.525094,257.1827248
245.0666667,333.6935152,330.2926796,242.2832816,219.706943,223.7829536,287.041226,285.6941422,978.7694038,253.9472682
245.1,330.3409389,323.7588616,237.3292313,217.9594991,223.8859569,283.2783196,284.9577684,862.0622201,251.0368545
245.1333333,332.0405865,321.8454829,236.9443245,217.1986158,228.6308639,284.1854235,287.8676961,814.8613583,251.5958791
245.1666667,339.2262817,326.52299,241.6333518,218.3947154,237.1849164,290.4782112,294.5192433,859.4963939,256.0896931
245.2,346.889182,333.0427285,247.2184169,220.70481,244.479299,297.0554151,300.8766288,947.9526353,260.4015073
245.2333333,349.7853798,336.275933,249.3147199,223.1696423,245.3526052,298.5614801,302.7588476,1028.334538,260.2428945
245.2666667,348.54666,336.576403,248.5008886,226.0401447,240.996381,295.8603788,301.0985216,1108.088151,256.7894138
245.3,349.1802554,339.3137287,249.8964032,230.6744065,238.4142472,295.5060934,301.5065364,1248.948895,256.2154178
245.3333333,356.7804496,348.8958691,257.7632578,238.010011,243.6059606,303.0508516,308.6578855,1496.366962,263.747626
245.3666667,367.4432764,360.4455363,268.0634278,245.2483072,252.706392,314.2355015,318.2514918,1747.692074,275.4459596
245.4,372.9015042,364.5830122,272.7341968,247.7789386,257.0669134,320.0433378,321.6337678,1828.459823,282.9253448
245.4333333,367.6213193,355.4102202,266.4612951,242.7259718,250.9783257,314.5261374,313.4349076,1627.63832,280.4257358
245.4666667,356.8022654,340.6734987,254.7135471,233.9995713,240.2760739,303.7811404,301.1568254,1282.523739,272.5013478
245.5,348.2265758,331.3907844,245.5531025,227.1397029,233.5667041,296.7978211,295.3820273,990.0945159,266.1878054
245.5333333,346.6987286,333.3647918,243.8857938,225.4216793,235.4124065,298.4596523,301.0638907,869.6379693,265.6053347
245.5666667,351.204533,342.207455,248.4498668,227.6955772,242.4725165,305.6267926,312.1562215,888.6294579,269.1773393
245.6,360.0002201,352.4360472,257.2326056,232.298786,250.5377015,314.2560987,321.4991622,996.3680679,274.6658155
245.6333333,369.9641915,360.6537778,267.3103499,237.5569978,256.5305536,320.9279839,325.8519946,1127.304242,279.7833147
245.6666667,376.5462792,365.6266095,274.8149485,241.7837775,258.547274,322.8693813,326.0374667,1200.492963,282.1911225
245.7,375.9875404,366.5751579,276.5168491,243.6179157,255.2652222,318.0843798,323.232955,1159.091682,280.0666012
245.7333333,372.6561922,366.0789583,275.6543182,244.7860953,250.3543842,311.6590188,320.191471,1181.471561,276.50113
245.7666667,375.404315,368.5707073,279.0340045,248.7186302,250.2392449,312.5865448,320.5353255,1575.774308,277.2972169
245.8,390.2411752,377.155019,291.3182391,257.6034518,259.114918,326.7729271,326.5393873,2499.859504,286.1788921
245.8333333,410.2804635,388.9233539,307.4335891,268.0047607,271.0992618,346.1646178,334.4249875,3434.892277,297.4683123
245.8666667,425.0583336,399.2950615,319.6054245,274.927624,277.5208228,358.8404042,338.7371689,3675.414171,302.886233
245.9,427.8428303,404.6256428,322.8218765,275.2142198,273.9281052,357.9513982,336.409914,2938.914538,298.2893547
245.9333333,420.167738,403.3441484,318.1903032,269.7757098,265.2162474,347.8832716,329.6683919,1879.645807,288.6949224
245.9666667,404.7568764,394.2931734,307.705046,260.1262691,257.4352897,334.5139302,321.445467,1262.562227,280.2569665
246,386.8241605,380.4751123,295.3878837,249.5343553,253.5877971,323.2565569,314.6054999,1392.030182,276.2926339
246.0333333,374.4814028,369.7334086,287.6200655,243.3100063,253.1297756,318.9835049,311.9331287,2036.397833,276.8175922
246.0666667,375.1387626,369.3857066,290.1905994,246.2044261,255.3209848,325.8278339,315.87219,2930.579411,281.5551077
246.1,386.6737106,377.9494135,300.8959924,255.5418515,259.4590691,340.1091621,325.1594057,3773.617444,289.0543307
246.1333333,401.0521796,388.4846158,312.5763354,264.0408091,264.8651662,353.301732,336.2325924,4242.309218,297.1363028
246.1666667,411.0412019,394.8256483,318.9651915,265.7468941,270.554013,358.187612,345.595658,4102.710093,303.5668395
246.2,413.9179917,395.1464504,318.7023318,261.7840191,273.9848676,354.5477733,350.2618503,3575.171755,305.8868892
246.2333333,408.3912274,388.9967036,311.9814922,255.5122499,272.1307835,344.3783651,347.4117393,3023.365301,301.5720088
246.2666667,395.1349429,377.2315341,299.9537995,249.53122,264.0529975,330.4444058,336.5423375,2688.207007,290.2098303
246.3,379.7149274,363.9548984,286.1524889,244.5451431,254.012171,317.423016,322.9177443,2504.851151,276.646485
246.3333333,368.37914,353.7383796,274.4670134,240.9837333,246.9998675,310.2099186,312.614466,2363.9013,266.4711009
246.3666667,364.8174546,350.0161483,268.4672149,239.8756102,245.5132942,310.8489798,309.0081174,2242.183464,262.8962146
246.4,369.4093189,354.7504458,271.3093255,243.0244379,248.8217038,317.6934692,311.9790796,2228.104406,266.058807
246.4333333,381.9178585,369.2171137,285.4295359,251.8834012,255.816364,328.6728272,320.8845365,2404.981824,275.5712424
246.4666667,397.0588123,387.1963999,304.4444498,262.7865278,263.3065497,339.4421813,331.3766029,2696.902652,286.9675994
246.5,406.0697212,397.3032749,315.8930175,268.5401901,266.6668164,344.0894105,336.5541989,2918.226539,292.971575
246.5333333,402.0519502,390.6631662,310.024059,263.6345954,262.4336043,338.1961107,331.1736473,2918.556578,288.0763167
246.5666667,389.1313818,373.3050596,293.2304389,252.5633146,253.9331274,326.0415185,319.7338978,2760.920996,277.1857899
246.6,375.3338913,356.5294938,277.6150032,243.3573346,246.8924269,314.9807228,310.1791461,2583.830029,268.8852317
246.6333333,366.2919592,347.8965724,270.9707262,240.8754753,244.7428175,309.7377158,307.3887035,2465.635285,268.2875742
246.6666667,360.9853077,344.5720246,269.1149648,241.1643706,244.5386694,307.7269237,307.7276342,2317.542342,270.8604054
246.7,357.2776652,341.9957673,265.8977936,238.83745,242.30507,305.1612604,306.1744323,2024.699422,270.5070041
246.7333333,354.4037418,338.6127452,259.650962,232.5031526,237.3382771,300.9532711,301.4793649,1602.568953,265.716244
246.7666667,353.553027,337.1525452,255.0963009,226.4661001,233.5986639,297.8647022,297.7705858,1252.418568,261.515253
246.8,355.8912707,340.3645794,257.0164617,225.1546195,235.0602829,298.706116,299.2204442,1174.331084,262.9948058
246.8333333,360.050783,346.4948048,263.9341571,228.43179,240.6794766,302.6951595,304.6308288,1343.233838,268.8612662
246.8666667,362.744858,350.3779278,269.6303581,232.7026336,245.6118014,306.3279391,308.7356425,1563.504692,272.9849717
246.9,361.5019156,348.0620021,269.1285243,234.8924713,245.964417,306.8490293,307.3505614,1671.578668,270.5161693
246.9333333,359.3320508,343.8421927,266.094053,235.7775112,244.4898663,306.6876075,303.805846,1734.456254,265.4996715
246.9666667,361.3895961,345.2399522,267.5732516,237.6407457,246.5405517,310.3009187,304.3716468,1909.339655,265.4601267
247,369.7833988,355.7497872,276.689534,241.4384471,254.5298837,319.3275667,311.9502279,2248.047507,274.0505543
247.0333333,377.278913,366.508951,284.5266639,244.0524954,261.8508131,326.7583955,319.1072961,2478.972907,283.0406376
247.0666667,375.0127283,366.4684251,280.0588983,241.6671653,260.3045381,324.0853801,316.590299,2274.687878,282.0910435
247.1,363.4619829,354.9913064,263.6535407,235.3103827,249.5456538,311.9749519,304.4938011,1665.242088,270.4752898
247.1333333,357.6425453,347.647335,253.4113746,233.5493032,241.4527085,305.3737478,297.461321,1237.10555,262.4294682
247.1666667,372.6193009,360.2093351,267.5572303,244.8716809,248.0951565,319.2754979,310.2556328,1580.569914,272.4256956
247.2,403.3770469,388.5323623,300.8909108,265.6112343,267.1461213,348.9334234,338.7115393,2549.751649,297.3534612
247.2333333,428.3554385,412.0600746,328.9109884,282.0872714,284.4167588,373.3354031,363.0679964,3392.19006,319.614913
247.2666667,428.9828836,413.0543497,330.5290634,282.6138829,287.5891644,374.3714898,366.2203512,3454.903558,323.9078773
247.3,411.0876517,396.9540459,312.6054672,271.5754529,279.934065,357.6664673,352.9365637,2908.725525,314.043615
247.3333333,390.9315672,379.1086334,293.9515024,260.2279938,271.3878933,338.9942408,337.3374721,2276.762197,302.0063996
247.3666667,380.1070509,370.2547799,287.430044,255.9413252,268.3137894,329.4779186,329.314682,1945.195457,295.9565528
247.4,374.4406884,365.5594366,285.8365547,252.9867676,265.0266413,324.5406676,324.4813891,1837.30875,291.1478493
247.4333333,366.5692074,357.0574341,277.9285678,243.0536671,253.4854365,316.4508494,315.5915353,1780.644184,280.2749191
247.4666667,357.1604091,346.08334,264.3725965,229.6732678,237.9852713,307.1205842,304.920163,1680.56877,266.5632956
247.5,360.4015478,349.6268339,265.8826466,236.3113824,243.5877619,314.6962278,310.7700692,1573.459412,270.9661617
247.5333333,390.0398942,384.0653423,302.5513498,285.2379863,294.0560514,356.4235431,350.5430194,1505.096831,313.4624583
247.5666667,427.3019925,426.1952161,346.828816,340.5333437,351.5483525,403.5310734,395.9862818,1461.88318,363.9528276
247.6,424.5620424,417.6965287,328.8967744,314.6518848,323.5670659,386.4209464,378.3425158,1377.540019,347.9085129
247.6333333,349.4439639,319.6021078,202.6539198,150.4845749,150.1969057,259.4271793,252.5212736,1206.437725,216.1526036
247.6666667,293.8568119,250.2719316,114.60125,37.39878536,35.21385806,170.747273,165.183506,1074.846061,125.1874501
247.7,407.0924632,400.704381,300.1646434,278.560502,304.1406536,358.0859828,351.522176,1188.401013,326.478082
247.7333333,772.964883,878.4890401,887.7477788,1038.635376,1134.154706,953.9853173,940.0448407,1654.735944,961.4434826
247.7666667,1237.013478,1487.699254,1616.394643,1978.433078,2162.764735,1708.351055,1671.126864,2224.979055,1771.073137
247.8,1591.714474,1964.74838,2138.621496,2646.80394,2907.497418,2285.865129,2198.86633,2572.087917,2407.0715
247.8333333,1710.757373,2143.15033,2256.714594,2787.629865,3088.677495,2480.531785,2324.562034,2605.259769,2647.268359
247.8666667,1614.288986,2031.526926,2043.050408,2496.506192,2792.348975,2319.570812,2114.969628,2659.718588,2496.943726
247.9,1340.072556,1660.892253,1599.933384,1908.097065,2146.255929,1858.804676,1666.633259,3091.915141,1991.062926
247.9333333,973.0388943,1146.374066,1063.29454,1202.864715,1348.184756,1240.64367,1116.942182,3769.731391,1286.34928
247.9666667,642.7291753,682.6535321,600.8683924,604.5864963,662.1667984,689.3915302,641.9163284,4098.968449,654.6829416
248,464.3163641,443.1147385,359.9654086,309.2154683,320.5209159,404.3623574,396.435467,3566.900788,338.2271713
248.0333333,419.8515823,399.4710561,308.910948,268.871673,272.1898421,351.9451708,348.2673707,2483.431013,296.3982598
248.0666667,425.7678418,424.028797,327.8054489,315.4855534,326.4352115,383.7160988,372.9490048,1563.949622,349.241519
248.1,417.4365297,417.8205901,323.4376627,317.5061893,333.200024,383.45425,372.8937455,1368.033788,355.5981718
248.1333333,405.4117134,395.9151073,308.4296448,288.1839312,303.8919343,362.8680817,357.1862824,1840.360939,328.4584636
248.1666667,418.3018586,400.7831662,320.8351908,275.6238475,288.805369,364.4475107,360.575684,2776.401081,317.922124
248.2,466.7765366,449.6913936,375.3927352,302.7942612,312.6200238,407.0911092,397.8965314,3941.143881,347.8677747
248.2333333,527.1848535,511.6860781,442.2340591,344.5721923,351.0098148,464.5627879,445.8832606,5041.264422,392.0081454
248.2666667,572.5610606,551.3179153,487.2970665,371.2072515,374.9162024,506.2272061,477.6411503,5783.107433,419.2543105
248.3,588.7065338,554.7851423,495.7380474,371.2403122,373.5286741,517.3240355,481.6125301,6016.283359,418.1794711
248.3333333,574.1680609,529.8967229,471.8989934,351.4724028,354.2537106,498.9409613,461.5506975,5733.424706,396.9855167
248.3666667,529.7462822,485.9103713,422.0303574,319.8007373,325.3832492,454.2608197,422.771539,4952.83248,364.8100381
248.4,471.2463391,436.5993485,361.8792667,286.8096144,296.0544156,398.885379,378.5185478,3864.504628,331.5392866
248.4333333,422.2829755,398.0871851,312.1357159,264.4819175,275.8442423,354.8802632,346.1614093,2747.804612,307.4491787
248.4666667,400.7853002,382.5037094,288.6213411,261.0987074,271.4490887,338.7201901,338.151351,1862.177575,299.9588371
248.5,401.0923463,385.5190606,287.0200779,269.7117865,277.7370991,343.7256611,346.6252267,1382.24196,304.7588588
248.5333333,411.5152531,398.5889839,297.8603933,279.4984942,286.5641605,357.3029514,358.5468824,1459.324407,314.5450358
248.5666667,422.8433693,413.7305513,312.4476333,283.5730113,292.4249219,369.6057501,365.4663618,2031.710272,323.5400551
248.6,430.8462556,424.0888807,323.6483633,282.9609909,295.1168865,376.30895,368.1501274,2609.557651,329.0350502
248.6333333,432.3432476,423.5107902,325.082791,279.7943867,295.2222607,374.213316,368.6539096,2675.553841,328.9765146
248.6666667,435.4279214,419.929031,324.4591037,280.1609305,297.0480541,371.6754692,373.6539016,2303.637403,328.4702006
248.7,459.9571993,435.9733712,344.1846414,294.2757443,308.7876719,389.1092105,394.6472058,2184.648156,340.0917064
248.7333333,521.8330696,490.3741301,402.6367506,330.0582429,336.8677154,443.1876937,440.4030708,2933.439697,374.113892
248.7666667,595.0160368,559.1566408,474.2718623,372.2605392,369.5752321,510.5088091,492.1987973,4188.503663,416.1186203
248.8,630.6615481,595.1260365,509.665063,393.0378707,385.334157,545.8801184,516.3633483,5057.449409,438.262392
248.8333333,596.316491,566.3664326,475.8173999,373.907841,369.9483276,518.8211844,490.8043071,4910.853736,421.7484542
248.8666667,530.8240419,507.503569,411.220407,337.0922798,341.3039172,462.8995878,443.7419531,4270.167324,387.1657597
