wavelength, intensity
180.0, 0.0
180.03333333333333, 0.0
180.06666666666666, 0.0
180.1, 0.0
180.13333333333333, 0.0
180.16666666666666, 0.0
180.2, 0.0
180.23333333333332, 0.0
180.26666666666665, 0.0
180.29999999999998, 0.0
180.33333333333331, 0.0
180.36666666666665, 0.0
180.39999999999998, 0.0
180.4333333333333, 0.0
180.46666666666664, 0.0
180.49999999999997, 0.0
180.5333333333333, 0.0
180.56666666666663, 0.0
180.59999999999997, 0.0
180.6333333333333, 0.0
180.66666666666663, 0.0
180.69999999999996, 0.0
180.7333333333333, 0.0
180.76666666666662, 0.0
180.79999999999995, 0.0
180.8333333333333, 0.0
180.86666666666662, 0.0
180.89999999999995, 0.0
180.93333333333328, 0.0
180.9666666666666, 0.0
180.99999999999994, 0.0
181.03333333333327, 0.0
181.0666666666666, 0.0
181.09999999999994, 0.0
181.13333333333327, 0.0
181.1666666666666, 0.0
181.19999999999993, 0.0
181.23333333333326, 0.0
181.2666666666666, 0.0
181.29999999999993, 0.0
181.33333333333326, 0.0
181.3666666666666, 0.0
181.39999999999992, 0.0
181.43333333333325, 0.0
181.46666666666658, 0.0
181.49999999999991, 0.0
181.53333333333325, 0.0
181.56666666666658, 0.0
181.5999999999999, 0.0
181.63333333333324, 0.0
181.66666666666657, 0.0
181.6999999999999, 0.0
181.73333333333323, 0.0
181.76666666666657, 0.0
181.7999999999999, 0.0
181.83333333333323, 0.0
181.86666666666656, 0.0
181.8999999999999, 0.0
181.93333333333322, 0.0
181.96666666666655, 0.0
181.9999999999999, 0.0
182.03333333333322, 0.0
182.06666666666655, 0.0
182.09999999999988, 0.0
182.1333333333332, 0.0
182.16666666666654, 0.0
182.19999999999987, 0.0
182.2333333333332, 0.0
182.26666666666654, 0.0
182.29999999999987, 0.0
182.3333333333332, 0.0
182.36666666666653, 0.0
182.39999999999986, 0.0
182.4333333333332, 0.0
182.46666666666653, 0.0
182.49999999999986, 0.0
182.5333333333332, 0.0
182.56666666666652, 0.0
182.59999999999985, 0.0
182.63333333333318, 0.0
182.66666666666652, 0.0
182.69999999999985, 0.0
182.73333333333318, 0.0
182.7666666666665, 0.0
182.79999999999984, 0.0
182.83333333333317, 0.0
182.8666666666665, 0.0
182.89999999999984, 0.0
182.93333333333317, 0.0
182.9666666666665, 0.0
182.99999999999983, 0.0
183.03333333333316, 0.0
183.0666666666665, 0.0
183.09999999999982, 0.0
183.13333333333316, 0.0
183.1666666666665, 0.0
183.19999999999982, 0.0
183.23333333333315, 0.0
183.26666666666648, 0.0
183.2999999999998, 0.0
183.33333333333314, 0.0
183.36666666666648, 0.0
183.3999999999998, 0.0
183.43333333333314, 0.0
183.46666666666647, 0.0
183.4999999999998, 0.0
183.53333333333313, 0.0
183.56666666666646, 0.0
183.5999999999998, 0.0
183.63333333333313, 0.0
183.66666666666646, 0.0
183.6999999999998, 0.0
183.73333333333312, 0.0
183.76666666666645, 0.0
183.79999999999978, 0.0
183.83333333333312, 0.0
183.86666666666645, 0.0
183.89999999999978, 0.0
183.9333333333331, 0.0
183.96666666666644, 0.0
183.99999999999977, 0.0
184.0333333333331, 0.0
184.06666666666644, 0.0
184.09999999999977, 0.0
184.1333333333331, 0.0
184.16666666666643, 0.0
184.19999999999976, 0.0
184.2333333333331, 0.0
184.26666666666642, 0.0
184.29999999999976, 0.0
184.3333333333331, 0.0
184.36666666666642, 0.0
184.39999999999975, 0.0
184.43333333333308, 0.0
184.4666666666664, 0.0
184.49999999999974, 0.0
184.53333333333308, 0.0
184.5666666666664, 0.0
184.59999999999974, 0.0
184.63333333333307, 0.0
184.6666666666664, 0.0
184.69999999999973, 0.0
184.73333333333306, 0.0
184.7666666666664, 0.0
184.79999999999973, 0.0
184.83333333333306, 0.0
184.8666666666664, 0.0
184.89999999999972, 0.0
184.93333333333305, 0.0
184.96666666666638, 0.0
184.99999999999972, 0.0
185.03333333333305, 0.0
185.06666666666638, 0.0
185.0999999999997, 0.0
185.13333333333304, 0.0
185.16666666666637, 0.0
185.1999999999997, 0.0
185.23333333333304, 0.0
185.26666666666637, 0.0
185.2999999999997, 0.0
185.33333333333303, 0.0
185.36666666666636, 0.0
185.3999999999997, 0.0
185.43333333333302, 0.0
185.46666666666636, 0.0
185.4999999999997, 0.0
185.53333333333302, 0.0
185.56666666666635, 0.0
185.59999999999968, 0.0
185.633333333333, 0.0
185.66666666666634, 0.0
185.69999999999968, 0.0
185.733333333333, 0.0
185.76666666666634, 0.0
185.79999999999967, 0.0
185.833333333333, 0.0
185.86666666666633, 0.0
185.89999999999966, 0.0
185.933333333333, 0.0
185.96666666666633, 0.0
185.99999999999966, 0.0
186.033333333333, 0.0
186.06666666666632, 0.0
186.09999999999965, 0.0
186.13333333333298, 0.0
186.16666666666632, 0.0
186.19999999999965, 0.0
186.23333333333298, 0.0
186.2666666666663, 0.0
186.29999999999964, 0.0
186.33333333333297, 0.0
186.3666666666663, 0.0
186.39999999999964, 0.0
186.43333333333297, 0.0
186.4666666666663, 0.0
186.49999999999963, 0.0
186.53333333333296, 0.0
186.5666666666663, 0.0
186.59999999999962, 0.0
186.63333333333296, 0.0
186.6666666666663, 0.0
186.69999999999962, 0.0
186.73333333333295, 0.0
186.76666666666628, 0.0
186.7999999999996, 0.0
186.83333333333294, 0.0
186.86666666666628, 0.0
186.8999999999996, 0.0
186.93333333333294, 0.0
186.96666666666627, 0.0
186.9999999999996, 0.0
187.03333333333293, 0.0
187.06666666666626, 0.0
187.0999999999996, 0.0
187.13333333333293, 0.0
187.16666666666626, 0.0
187.1999999999996, 0.0
187.23333333333292, 0.0
187.26666666666625, 0.0
187.29999999999959, 0.0
187.33333333333292, 0.0
187.36666666666625, 0.0
187.39999999999958, 0.0
187.4333333333329, 0.0
187.46666666666624, 0.0
187.49999999999957, 0.0
187.5333333333329, 0.0
187.56666666666624, 0.0
187.59999999999957, 0.0
187.6333333333329, 0.0
187.66666666666623, 0.0
187.69999999999956, 0.0
187.7333333333329, 0.0
187.76666666666623, 0.0
187.79999999999956, 19.16537311314915
187.8333333333329, 33.825642819334135
187.86666666666622, 48.96205321877793
187.89999999999955, 65.54918676674977
187.93333333333288, 88.47499215965092
187.9666666666662, 123.973384463685
187.99999999999955, 173.52307127743214
188.03333333333288, 219.81219836943126
188.0666666666662, 240.8998982120757
188.09999999999954, 224.21826039324907
188.13333333333287, 183.7866190556106
188.1666666666662, 138.27452919836554
188.19999999999953, 101.51792521000826
188.23333333333287, 77.37390200390466
188.2666666666662, 68.38884323281614
188.29999999999953, 72.694836629402
188.33333333333286, 81.70221947908671
188.3666666666662, 86.46915659632093
188.39999999999952, 84.22981741967804
188.43333333333285, 79.21339672212831
188.46666666666619, 75.86892238085812
188.49999999999952, 75.9350941527577
188.53333333333285, 78.86220101185265
188.56666666666618, 83.75928095709158
188.5999999999995, 86.72280735065193
188.63333333333284, 81.96096727614061
188.66666666666617, 66.58538615941556
188.6999999999995, 60.067977019674984
188.73333333333284, 92.177949579995
188.76666666666617, 181.81520933126515
188.7999999999995, 289.39371408582645
188.83333333333283, 355.83624316780094
188.86666666666616, 340.44012603328923
188.8999999999995, 272.4901975709882
188.93333333333283, 197.89963158611823
188.96666666666616, 149.34506873108342
188.9999999999995, 123.45498144296818
189.03333333333282, 110.79677657446467
189.06666666666615, 104.28746451318317
189.09999999999948, 101.48910758435214
189.1333333333328, 100.5194074733898
189.16666666666615, 100.02254869725014
189.19999999999948, 99.40831060291754
189.2333333333328, 98.20802638108036
189.26666666666614, 97.57214944112553
189.29999999999947, 100.39639970321183
189.3333333333328, 109.37987160044047
189.36666666666613, 122.72926114381396
189.39999999999947, 135.05748586891457
189.4333333333328, 141.42151648689034
189.46666666666613, 142.5076133435377
189.49999999999946, 142.32586403370334
189.5333333333328, 144.14033024646363
189.56666666666612, 145.64142121931928
189.59999999999945, 142.11901633286587
189.63333333333279, 130.6884609624593
189.66666666666612, 117.55661964007116
189.69999999999945, 111.74081295603736
189.73333333333278, 118.869357926774
189.7666666666661, 132.67411457111706
189.79999999999944, 144.28578157243038
189.83333333333277, 147.5811935008864
189.8666666666661, 143.32263483069534
189.89999999999944, 133.34218073205406
189.93333333333277, 120.24286290587312
189.9666666666661, 108.03008072161575
189.99999999999943, 100.79533023838555
190.03333333333276, 100.03958465319563
190.0666666666661, 103.80303449900785
190.09999999999943, 109.84504443493539
190.13333333333276, 115.03360241875922
190.1666666666661, 115.35675590903257
190.19999999999942, 107.18629336737852
190.23333333333275, 92.70571677632906
190.26666666666608, 78.33458873367381
190.29999999999941, 70.44653958672458
190.33333333333275, 74.12269476436985
190.36666666666608, 93.7539273515545
190.3999999999994, 130.90771050293628
190.43333333333274, 169.53149954142552
190.46666666666607, 186.77370320271137
190.4999999999994, 167.13405821114247
190.53333333333273, 127.43668036624139
190.56666666666607, 93.36613945039284
190.5999999999994, 82.37980312600469
190.63333333333273, 86.43496861453909
190.66666666666606, 92.5879556238258
190.6999999999994, 92.94131316958395
190.73333333333272, 90.7837376473394
190.76666666666605, 90.85950064633403
190.7999999999994, 94.79682592038583
190.83333333333272, 99.20758736093661
190.86666666666605, 100.40099516599473
190.89999999999938, 99.48403159098845
190.9333333333327, 103.23091739075309
190.96666666666604, 118.17271139970747
190.99999999999937, 140.51695983580566
191.0333333333327, 157.4927089234566
191.06666666666604, 157.29420850137296
191.09999999999937, 142.59311753040166
191.1333333333327, 125.29665667523597
191.16666666666603, 116.02022186118832
191.19999999999936, 114.32576610959559
191.2333333333327, 114.6589681181412
191.26666666666603, 112.61679294017665
191.29999999999936, 110.05289543710121
191.3333333333327, 110.88821653644776
191.36666666666602, 117.57131567800614
191.39999999999935, 127.06926198615517
191.43333333333268, 135.0771937199035
