wavelength,CR1000Y
209.3333333,717.892273
209.3666667,773.9939644
209.4,832.3507417
209.4333333,870.1559209
209.4666667,851.9676566
209.5,737.6979269
209.5333333,544.2559726
209.5666667,500.7055765
209.6,884.6782643
209.6333333,1754.200459
209.6666667,2647.214551
209.7,3031.883141
209.7333333,2705.792903
209.7666667,1976.52255
209.8,1199.50978
209.8333333,828.6140373
209.8666667,1418.994523
209.9,3449.398395
209.9333333,6375.66961
209.9666667,8953.24857
210,10066.10381
210.0333333,9649.247436
210.0666667,8108.920043
210.1,5913.57778
210.1333333,3805.818225
210.1666667,2606.07528
210.2,2713.67646
210.2333333,3318.439517
210.2666667,3400.817813
210.3,2599.134062
210.3333333,1768.633639
210.3666667,1869.440075
210.4,2953.954395
210.4333333,3967.942505
210.4666667,3857.123504
210.5,2651.047839
210.5333333,1256.891712
210.5666667,516.1418649
210.6,445.1705116
210.6333333,620.7259781
210.6666667,679.5262652
210.7,610.6925323
210.7333333,523.8657006
210.7666667,500.8508902
210.8,527.6976402
210.8333333,570.0044376
210.8666667,601.9232789
210.9,616.2127748
210.9333333,608.3188713
210.9666667,585.2577916
211,570.4596591
211.0333333,586.9673978
211.0666667,624.1972722
211.1,640.0144802
211.1333333,596.17741
211.1666667,510.6109708
211.2,435.9817303
211.2333333,416.5573076
211.2666667,438.6771172
211.3,465.5327193
211.3333333,469.5394186
211.3666667,460.3646683
211.4,456.9916049
211.4333333,468.2234123
211.4666667,477.2534141
211.5,463.5890626
211.5333333,425.6477854
211.5666667,392.5200538
211.6,394.9070611
211.6333333,432.5948337
211.6666667,472.4011809
211.7,482.1300478
211.7333333,463.5071248
211.7666667,442.0945064
211.8,440.4359752
211.8333333,454.6003163
211.8666667,468.5875919
211.9,469.6070235
211.9333333,459.908551
211.9666667,446.0610183
212,432.7112079
212.0333333,419.0121182
212.0666667,403.1748074
212.1,386.6229109
212.1333333,376.6331417
212.1666667,380.8485987
212.2,398.7102339
212.2333333,419.9029572
212.2666667,434.3913756
212.3,445.1441991
212.3333333,465.3001229
212.3666667,505.454125
212.4,552.0759739
212.4333333,579.3699213
212.4666667,568.1584495
212.5,533.9176767
212.5333333,503.2667817
212.5666667,494.2569561
212.6,497.6389463
212.6333333,498.7990168
212.6666667,491.0287446
212.7,483.5028425
212.7333333,487.0543342
212.7666667,503.0293496
212.8,520.4211588
212.8333333,528.2946608
212.8666667,531.5236269
212.9,548.4719389
212.9333333,595.4788358
212.9666667,665.4198387
213,738.1489909
213.0333333,794.9188075
213.0666667,825.6990593
213.1,823.5288374
213.1333333,791.0329279
213.1666667,764.1500418
213.2,785.9153801
213.2333333,873.1943135
213.2666667,985.9637736
213.3,1077.435545
213.3333333,1133.380861
213.3666667,1185.115139
213.4,1266.95772
213.4333333,1405.568423
213.4666667,1620.612612
213.5,1929.121628
213.5333333,2323.400308
213.5666667,2781.081939
213.6,3304.078908
213.6333333,4043.471825
213.6666667,5206.539094
213.7,6882.175043
213.7333333,8719.014161
213.7666667,10264.12351
213.8,11229.47847
213.8333333,11707.32363
213.8666667,11841.5123
213.9,11680.55573
213.9333333,11132.40706
213.9666667,10102.09636
214,8673.077137
214.0333333,7099.834079
214.0666667,5633.569199
214.1,4413.060224
214.1333333,3507.189784
214.1666667,2959.564167
214.2,2658.526017
214.2333333,2431.150489
214.2666667,2147.52058
214.3,1845.405746
214.3333333,1603.181279
214.3666667,1464.601831
214.4,1390.441806
214.4333333,1329.699429
214.4666667,1254.206129
214.5,1170.589862
214.5333333,1088.349219
214.5666667,1015.766163
214.6,959.921776
214.6333333,926.722138
214.6666667,909.1872128
214.7,892.1082168
214.7333333,862.6109436
214.7666667,824.0797875
214.8,786.4773595
214.8333333,756.127591
214.8666667,724.8194849
214.9,680.7724634
214.9333333,625.7006099
214.9666667,594.2468132
215,625.2812985
215.0333333,716.0082092
215.0666667,799.2690465
215.1,805.410602
215.1333333,733.7806099
215.1666667,652.5212189
215.2,626.3282355
215.2333333,645.5814365
215.2666667,652.871697
215.3,600.7162201
215.3333333,512.5331959
215.3666667,440.5402518
215.4,422.7535522
215.4333333,440.3934099
215.4666667,460.5992726
215.5,461.2875734
215.5333333,446.5910153
215.5666667,424.5542096
215.6,403.3236644
215.6333333,391.2023184
215.6666667,396.0089778
215.7,414.3707066
215.7333333,431.8593195
215.7666667,435.1346985
215.8,428.5807016
215.8333333,427.8335572
215.8666667,445.2575987
215.9,470.8085626
215.9333333,485.4949556
215.9666667,476.1162295
216,452.0919367
216.0333333,428.3541176
216.0666667,423.3962443
216.1,464.1691152
216.1333333,577.9019587
216.1666667,739.9574126
216.2,848.1122715
216.2333333,799.5708301
216.2666667,615.2630667
216.3,434.8865582
216.3333333,389.7319354
216.3666667,467.3775961
216.4,567.1015156
216.4333333,601.1117313
216.4666667,570.1172726
216.5,508.8292293
216.5333333,458.6585914
216.5666667,485.696681
216.6,661.4382124
216.6333333,979.5361992
216.6666667,1256.913977
216.7,1289.455163
216.7333333,1036.269852
216.7666667,689.7509145
216.8,452.6385018
216.8333333,378.3569587
216.8666667,383.7229052
216.9,386.8774692
216.9333333,370.5538382
216.9666667,355.1262687
217,357.8338015
217.0333333,374.8830529
217.0666667,394.8726874
217.1,408.8974372
217.1333333,416.7862397
217.1666667,420.2687449
217.2,420.9774427
217.2333333,420.3381937
217.2666667,419.6992292
217.3,418.2764463
217.3333333,412.4302396
217.3666667,399.2527502
217.4,392.2492971
217.4333333,418.9598334
217.4666667,501.2504902
217.5,604.2762513
217.5333333,662.4883244
217.5666667,625.2840072
217.6,523.6432009
217.6333333,415.7155113
217.6666667,355.881462
217.7,386.4331203
217.7333333,546.7135487
217.7666667,809.1031638
217.8,1015.218742
217.8333333,996.1156367
217.8666667,740.4377211
217.9,430.7852212
217.9333333,251.5520864
217.9666667,231.2913779
218,276.4539076
218.0333333,299.6172605
218.0666667,290.8338417
218.1,278.3016145
218.1333333,284.0217986
218.1666667,298.975326
218.2,304.8580816
218.2333333,292.7294222
218.2666667,280.4580665
218.3,290.4795471
218.3333333,327.9001285
218.3666667,367.3468456
218.4,381.122542
218.4333333,363.0999378
218.4666667,331.0871113
218.5,305.0083401
218.5333333,316.1951452
218.5666667,404.0039689
218.6,594.5191831
218.6333333,817.1136438
218.6666667,958.815327
218.7,936.8677653
218.7333333,796.5579851
218.7666667,616.8433625
218.8,460.2708536
218.8333333,348.0776478
218.8666667,294.7655499
218.9,294.4292719
218.9333333,309.4350933
218.9666667,301.4540925
219,277.6476221
219.0333333,289.8186068
219.0666667,385.1768339
219.1,539.8844376
219.1333333,686.1645412
219.1666667,763.3890816
219.2,758.9522928
219.2333333,678.5089151
219.2666667,537.3702643
219.3,385.6480136
219.3333333,281.1588905
219.3666667,251.4372502
219.4,258.2181148
219.4333333,255.5997373
219.4666667,240.0550035
219.5,265.2399819
219.5333333,383.6773845
219.5666667,557.3709221
219.6,671.3039948
219.6333333,624.0265132
219.6666667,459.1041266
219.7,297.1947034
219.7333333,236.2406817
219.7666667,253.1401475
219.8,285.8270049
219.8333333,292.6684747
219.8666667,294.2489983
219.9,322.7690793
219.9333333,393.0959038
219.9666667,488.1476175
220,587.3093134
220.0333333,667.2402876
220.0666667,701.4649941
220.1,666.1329882
220.1333333,575.5285087
220.1666667,471.4916218
220.2,391.9595015
220.2333333,341.6880208
220.2666667,310.6343822
220.3,290.2053822
220.3333333,278.259863
220.3666667,274.3677972
220.4,276.9510823
220.4333333,281.5462144
220.4666667,283.3831773
220.5,285.8908784
220.5333333,305.1059774
220.5666667,356.6851213
220.6,425.0973533
220.6333333,464.8141904
220.6666667,435.8185462
220.7,369.0770911
220.7333333,338.1471377
220.7666667,401.1022939
220.8,521.5643907
220.8333333,628.7466219
220.8666667,669.324004
220.9,649.9294556
220.9333333,590.0352651
220.9666667,511.6961015
221,442.2453685
221.0333333,408.9187593
221.0666667,411.8868509
221.1,417.1719059
221.1333333,391.0379309
221.1666667,337.3671793
221.2,289.6971892
221.2333333,280.7317755
221.2666667,329.8770075
221.3,450.0779743
221.3333333,637.6261963
221.3666667,811.9092643
221.4,870.1605296
221.4333333,763.7890211
221.4666667,590.9567752
221.5,473.4455687
221.5333333,463.9055828
221.5666667,501.6953696
221.6,517.6818838
221.6333333,490.3724892
221.6666667,446.7339018
221.7,414.1077165
221.7333333,399.5327584
221.7666667,397.2243093
221.8,402.8099738
221.8333333,421.9149787
221.8666667,463.9876281
221.9,537.3471245
221.9333333,646.2487211
221.9666667,793.8859888
222,957.609327
222.0333333,1060.131124
222.0666667,1019.313307
222.1,833.8846892
222.1333333,607.2746976
222.1666667,445.3094513
222.2,380.8139501
222.2333333,387.920041
222.2666667,438.4999357
222.3,499.4851937
222.3333333,535.3722514
222.3666667,519.7410832
222.4,468.6684267
222.4333333,410.6121599
222.4666667,365.548307
222.5,330.4396809
222.5333333,298.5046996
222.5666667,271.2831292
222.6,263.8852953
222.6333333,291.6675002
222.6666667,346.640551
222.7,397.3239017
222.7333333,414.5854804
222.7666667,406.6139485
222.8,404.7646722
222.8333333,433.4659892
222.8666667,473.3029902
222.9,488.5160987
222.9333333,456.4604102
222.9666667,399.9381908
223,351.4985017
223.0333333,333.5737694
223.0666667,347.9924385
223.1,393.4863722
223.1333333,447.9994313
223.1666667,463.6562328
223.2,397.0288869
223.2333333,294.7710281
223.2666667,272.587863
223.3,424.5549591
223.3333333,664.1094186
223.3666667,820.5782672
223.4,769.0092914
223.4333333,585.8224467
223.4666667,402.1919555
223.5,305.8265603
223.5333333,274.745853
223.5666667,270.2441086
223.6,271.1034056
223.6333333,282.6016764
223.6666667,311.6429895
223.7,353.3010768
223.7333333,391.6374945
223.7666667,411.7693176
223.8,413.3529638
223.8333333,404.3198302
223.8666667,391.5933348
223.9,376.1140544
223.9333333,356.8062137
223.9666667,335.1837807
224,320.7942138
224.0333333,324.644419
224.0666667,348.6329563
224.1,378.0012272
224.1333333,396.5582247
224.1666667,397.8230032
224.2,386.131088
224.2333333,366.5216198
